2026-03-30 21:48:48,936 - INFO - Loaded 4599 gGSP records from d:\Studia\Projekty\gsp-lab\results\plots\gGSP_5.0.csv
2026-03-30 21:48:49,202 - INFO - Loaded 4599 lDDT records from d:\Studia\Projekty\gsp-lab\results\lddt\finished\global_report.csv
2026-03-30 21:48:51,589 - INFO - Processing target: CR1107
2026-03-30 21:48:51,716 - INFO - 
--- Detailed data for target: CR1107 ---
2026-03-30 21:48:51,741 - INFO - 
   Model   gGSP  lDDT   RMSD  DI_all  INF_all  INF_wc  INF_nwc  INF_stacking  Clash_Score      P-value   mcq  TM-score
ts229_2 29.571 0.534 16.180  23.013    0.703   0.800   0.0000         0.674         3.40 0.000000e+00 30.59     0.220
ts229_3 30.156 0.545 15.959  21.545    0.741   0.867   0.0000         0.700         1.83 0.000000e+00 31.59     0.241
ts229_4 36.510 0.560 27.003  41.016    0.658   0.810   0.0000         0.613        13.58 1.020000e-03 33.63     0.267
ts229_5 33.691 0.548 28.912  45.774    0.632   0.742   0.0000         0.616         5.48 2.150000e-02 30.80     0.241
ts232_1 30.402 0.525 23.936  37.473    0.639   0.613   0.2887         0.655        12.01 8.450000e-07 28.52     0.257
ts232_2 30.316 0.529 24.013  38.005    0.632   0.613   0.3333         0.641        11.75 1.040000e-06 28.05     0.266
ts232_3 29.758 0.520 23.595  36.711    0.643   0.603   0.3333         0.661        13.06 3.230000e-07 29.40     0.269
ts232_4 31.214 0.520 21.932  34.650    0.633   0.613   0.3333         0.643         9.92 1.810000e-09 27.97     0.256
ts232_5 30.615 0.544 22.872  34.152    0.670   0.613   0.2887         0.696        11.75 3.760000e-08 28.64     0.274
ts235_1 30.248 0.510 28.287  43.479    0.651   0.729   0.0000         0.619       123.40 8.880000e-03 32.52     0.212
ts235_2 29.633 0.509 26.613  40.576    0.656   0.768   0.0000         0.612       136.40 4.830000e-04 32.72     0.201
ts235_3 26.813 0.461 30.059  54.374    0.553   0.462   0.0000         0.596       116.68 8.290000e-02 31.76     0.252
ts235_4 30.857 0.529 25.935  36.737    0.706   0.782   0.0000         0.687       141.59 1.180000e-04 34.70     0.250
ts235_5 27.064 0.477 19.930  33.009    0.604   0.670   0.0000         0.576       142.26 1.170000e-12 35.46     0.257
ts238_2 29.224 0.509 23.286  38.468    0.605   0.629   0.0000         0.633       321.19 1.310000e-07 35.41     0.265
ts239_1 30.151 0.532 22.577  33.952    0.665   0.815   0.0000         0.613         3.66 1.490000e-08 32.18     0.237
ts239_2 29.571 0.534 16.180  23.013    0.703   0.800   0.0000         0.674         3.13 0.000000e+00 30.59     0.220
ts239_3 30.156 0.545 15.959  21.545    0.741   0.867   0.0000         0.700         1.83 0.000000e+00 31.59     0.241
ts239_4 36.510 0.560 27.003  41.016    0.658   0.810   0.0000         0.613        14.10 1.020000e-03 33.63     0.267
ts239_5 33.691 0.548 28.912  45.774    0.632   0.742   0.0000         0.616         5.48 2.150000e-02 30.80     0.241
ts245_1 11.116 0.400 21.775  48.005    0.454   0.379   0.0000         0.497        10.18 1.060000e-09 32.52     0.226
ts245_2 12.158 0.406 29.454  59.980    0.491   0.440   0.0000         0.534         9.13 4.260000e-02 31.59     0.140
ts245_3 12.215 0.385 32.058  78.598    0.408   0.161   0.0000         0.488         5.74 3.920000e-01 29.43     0.181
ts245_4 14.295 0.429 26.807  53.887    0.497   0.508   0.0000         0.528         9.13 7.060000e-04 25.21     0.186
ts245_5  9.306 0.383 28.972  62.989    0.460   0.191   0.0000         0.552         9.92 2.330000e-02 29.91     0.137
ts248_1  7.539 0.012 30.526 296.825    0.103   0.000   0.0000         0.199         3.19 1.300000e-01 32.54     0.036
ts248_2  7.546 0.012 30.656 295.206    0.104   0.000   0.0000         0.204         1.74 1.460000e-01 32.11     0.036
ts248_3  7.532 0.012 30.448 262.302    0.116   0.000   0.0000         0.216         0.00 1.210000e-01 32.50     0.030
ts248_4  7.724 0.016 29.026 278.264    0.104   0.000   0.0000         0.177         0.00 2.500000e-02 33.65     0.041
ts248_5  7.484 0.010 30.261 294.390    0.103   0.000   0.0000         0.180         0.00 1.010000e-01 31.89     0.038
ts257_1 28.154 0.467 22.872  37.370    0.612   0.705   0.2582         0.578         5.53 3.760000e-08 35.39     0.180
ts257_2 29.196 0.468 24.191  37.686    0.642   0.723   0.0000         0.614         2.89 1.690000e-06 35.63     0.245
ts257_3 32.524 0.492 24.375  36.720    0.664   0.807   0.0000         0.603         2.10 2.760000e-06 34.37     0.229
ts257_4 31.759 0.481 25.900  40.597    0.638   0.786   0.0000         0.578         2.36 1.090000e-04 35.06     0.227
ts257_5 31.917 0.490 27.071  40.394    0.670   0.790   0.0000         0.623         2.37 1.160000e-03 34.86     0.243
ts287_1 35.837 0.551 18.811  26.588    0.708   0.889  -1.0000         0.625         0.52 1.130000e-14 32.74     0.274
ts287_2 37.454 0.537 20.232  29.004    0.698   0.889  -1.0000         0.610         0.52 3.820000e-12 33.64     0.268
ts287_3 35.218 0.540 19.594  26.657    0.735   0.889   0.0000         0.667         0.00 3.020000e-13 33.14     0.246
ts287_4 36.667 0.541 27.699  36.846    0.752   0.871   0.0000         0.697         0.26 3.500000e-03 32.89     0.252
ts287_5 36.941 0.527 19.498  26.918    0.724   0.889   0.0000         0.648         0.52 2.040000e-13 32.27     0.244
ts385_1 11.116 0.400 21.775  48.005    0.454   0.379   0.0000         0.497        10.18 1.060000e-09 32.52     0.226
ts392_1 30.011 0.496 22.626  34.851    0.649   0.834   0.2357         0.569         1.06 1.740000e-08 35.16     0.267
ts392_2 29.946 0.505 22.780  33.294    0.684   0.815   0.0000         0.626         0.80 2.820000e-08 34.99     0.261
ts392_3 28.939 0.490 21.853  34.235    0.638   0.795   0.0000         0.569         1.86 1.390000e-09 35.87     0.225
ts392_4 29.542 0.485 23.222  34.825    0.667   0.864   0.0000         0.578         1.85 1.080000e-07 36.84     0.247
ts392_5 27.812 0.493 22.493  33.917    0.663   0.815   0.0000         0.596         0.53 1.140000e-08 36.04     0.267
ts434_1 27.506 0.454 24.838  42.444    0.585   0.667   0.0000         0.563         2.09 9.080000e-06 34.91     0.266
ts434_2 26.167 0.411 27.129  48.359    0.561   0.575   0.0000         0.560         0.00 1.290000e-03 39.53     0.206
ts434_3 25.960 0.441 23.656  40.860    0.579   0.747   0.0000         0.512         0.26 3.850000e-07 39.92     0.202
ts434_4 25.862 0.452 26.611  47.164    0.564   0.634   0.0000         0.537         0.00 4.810000e-04 41.00     0.242
ts434_5 28.297 0.471 21.325  34.128    0.625   0.710   0.0000         0.592         0.26 2.220000e-10 37.24     0.274
ts439_1 30.151 0.532 22.577  33.952    0.665   0.815   0.0000         0.613         3.66 1.490000e-08 32.18     0.237
ts439_2 29.571 0.534 16.180  23.013    0.703   0.800   0.0000         0.674         3.40 0.000000e+00 30.59     0.220
ts439_3 30.156 0.545 15.959  21.545    0.741   0.867   0.0000         0.700         1.83 0.000000e+00 31.59     0.241
ts439_4 36.510 0.560 27.003  41.016    0.658   0.810   0.0000         0.613        13.58 1.020000e-03 33.63     0.267
ts439_5 33.691 0.548 28.912  45.774    0.632   0.742   0.0000         0.616         5.48 2.150000e-02 30.80     0.241
ts444_1 34.160 0.518 24.807  33.666    0.737   0.849   0.3333         0.692         0.00 8.400000e-06 34.30     0.213
ts444_2 34.910 0.531 27.016  37.239    0.725   0.839   0.4082         0.672         0.00 1.050000e-03 32.85     0.270
ts444_3 36.427 0.532 26.088  35.776    0.729   0.849   0.4082         0.677         0.00 1.640000e-04 34.14     0.263
ts444_4 36.207 0.535 27.569  39.517    0.698   0.747   0.0000         0.678         0.00 2.810000e-03 32.37     0.248
ts444_5 35.890 0.536 22.289  30.751    0.725   0.871   0.0000         0.657         0.00 5.910000e-09 33.72     0.273
ts470_1 35.650 0.494 28.116  47.248    0.595   0.627   0.0000         0.594       196.23 6.840000e-03 31.32     0.261
ts470_2 34.726 0.508 26.526  41.852    0.634   0.697   0.0000         0.615       175.59 4.060000e-04 25.01     0.214
ts470_3 32.830 0.498 30.166  50.440    0.598   0.635   0.0000         0.601       177.89 9.240000e-02 33.99     0.250
ts470_4 31.717 0.502 24.457  40.604    0.602   0.627   0.0000         0.605       181.77 3.430000e-06 32.40     0.218
ts470_5 34.208 0.511 25.031  37.743    0.663   0.697   0.0000         0.657       224.57 1.460000e-05 33.90     0.222
ts489_1 35.650 0.494 28.116  47.248    0.595   0.627   0.0000         0.594       196.23 6.840000e-03 31.32     0.261
ts489_2 34.726 0.508 26.526  41.852    0.634   0.697   0.0000         0.615       175.59 4.060000e-04 25.01     0.214
ts489_3 32.830 0.498 30.166  50.440    0.598   0.635   0.0000         0.601       177.89 9.240000e-02 33.99     0.250
ts489_4 31.717 0.502 24.457  40.604    0.602   0.627   0.0000         0.605       181.77 3.430000e-06 32.40     0.218
ts489_5 34.208 0.511 25.031  37.743    0.663   0.697   0.0000         0.657       224.57 1.460000e-05 33.90     0.222
ts494_1 34.351 0.521 27.117  42.104    0.644   0.649  -1.0000         0.651         4.96 1.260000e-03 29.57     0.263
ts494_2 34.633 0.514 26.027  40.209    0.647   0.648   0.0000         0.661         2.35 1.440000e-04 34.11     0.258
ts494_3 34.978 0.513 26.058  40.784    0.639   0.649   0.0000         0.651         1.31 1.540000e-04 33.96     0.258
ts494_4 35.073 0.529 22.335  32.708    0.683   0.723  -1.0000         0.672         2.61 6.860000e-09 31.96     0.270
ts494_5 35.140 0.529 22.333  32.228    0.693   0.745  -1.0000         0.677         1.57 6.820000e-09 32.04     0.270
2026-03-30 21:48:53,623 - INFO - Total models with gGSP: 132
2026-03-30 21:48:53,623 - INFO - Metric lDDT: available for 132/132 models
2026-03-30 21:48:53,625 - INFO - Metric RMSD: available for 132/132 models
2026-03-30 21:48:53,625 - INFO - Metric DI_all: available for 132/132 models
2026-03-30 21:48:53,625 - INFO - Metric INF_all: available for 132/132 models
2026-03-30 21:48:53,625 - INFO - Metric INF_wc: available for 132/132 models
2026-03-30 21:48:53,626 - INFO - Metric INF_nwc: available for 132/132 models
2026-03-30 21:48:53,626 - INFO - Metric INF_stacking: available for 132/132 models
2026-03-30 21:48:53,626 - INFO - Metric Clash_Score: available for 132/132 models
2026-03-30 21:48:53,626 - INFO - Metric P-value: available for 132/132 models
2026-03-30 21:48:53,626 - INFO - Metric mcq: available for 132/132 models
2026-03-30 21:48:53,626 - INFO - Metric TM-score: available for 132/132 models
2026-03-30 21:48:53,633 - INFO - Clash_Score: Pearson=-0.012, Spearman=-0.025, Kendall=-0.015 (n=132)
2026-03-30 21:48:53,635 - INFO - DI_all: Pearson=0.644, Spearman=0.571, Kendall=0.415 (n=132)
2026-03-30 21:48:53,638 - INFO - INF_all: Pearson=0.836, Spearman=0.627, Kendall=0.466 (n=132)
2026-03-30 21:48:53,640 - INFO - INF_nwc: Pearson=-0.132, Spearman=0.020, Kendall=0.016 (n=132)
2026-03-30 21:48:53,642 - INFO - INF_stacking: Pearson=0.768, Spearman=0.604, Kendall=0.433 (n=132)
2026-03-30 21:48:53,644 - INFO - INF_wc: Pearson=0.830, Spearman=0.538, Kendall=0.406 (n=132)
2026-03-30 21:48:53,647 - INFO - mcq: Pearson=0.150, Spearman=0.055, Kendall=0.048 (n=132)
2026-03-30 21:48:53,649 - INFO - P-value: Pearson=0.296, Spearman=0.355, Kendall=0.228 (n=132)
2026-03-30 21:48:53,651 - INFO - RMSD: Pearson=0.345, Spearman=0.356, Kendall=0.229 (n=132)
2026-03-30 21:48:53,653 - INFO - TM-score: Pearson=0.704, Spearman=0.538, Kendall=0.387 (n=132)
2026-03-30 21:48:53,655 - INFO - lDDT: Pearson=0.796, Spearman=0.765, Kendall=0.579 (n=132)
2026-03-30 21:48:53,656 - INFO - Saved correlation results to d:\Studia\Projekty\gsp-lab\results\correlations\CR1190_gGSP_correlations.csv
2026-03-30 21:48:53,657 - INFO - Processing target: PZ1
2026-03-30 21:48:53,743 - INFO - 
--- Detailed data for target: PZ1 ---
2026-03-30 21:48:53,747 - INFO - 
       Model    gGSP  lDDT  RMSD  DI_all  INF_all  INF_wc  INF_nwc  INF_stacking  Clash_Score      P-value   mcq  TM-score
  bujnicki_1  78.424 0.728 5.699   6.540    0.871   0.947     -1.0         0.838         0.00 3.340000e-12 13.73     0.259
  bujnicki_2  75.728 0.691 6.131   7.810    0.785   0.889     -1.0         0.739        60.09 1.740000e-11 14.35     0.241
  bujnicki_3  91.413 0.712 5.282   6.596    0.801   0.889     -1.0         0.765        47.30 6.430000e-13 11.69     0.217
  bujnicki_4  88.627 0.673 4.944   6.904    0.716   0.636     -1.0         0.750        69.78 1.620000e-13 13.46     0.224
  bujnicki_5  76.205 0.676 5.111   6.530    0.783   0.761     -1.0         0.796        67.07 3.220000e-13 11.19     0.223
      chen_1  99.864 0.641 4.336   5.265    0.824   0.889     -1.0         0.796         0.00 1.250000e-14 15.48     0.264
       das_1  99.573 0.770 3.953   4.248    0.931   0.975     -1.0         0.911         0.00 2.330000e-15 12.34     0.287
       das_2  99.769 0.759 4.452   5.040    0.883   0.923     -1.0         0.866         1.36 2.060000e-14 12.86     0.243
       das_3 100.000 0.773 3.413   3.634    0.939   0.975     -1.0         0.924         0.00 2.220000e-16 13.07     0.257
       das_4  99.564 0.745 3.907   4.281    0.913   0.923     -1.0         0.908         0.00 1.940000e-15 13.14     0.214
       das_5  97.154 0.686 4.563   5.237    0.871   0.947     -1.0         0.838         0.00 3.310000e-14 14.63     0.280
 dokholyan_1  47.091 0.595 7.176   8.610    0.833   0.923     -1.0         0.788        24.98 7.530000e-10 16.67     0.171
     major_1  99.714 0.685 4.319   4.865    0.888   0.973     -1.0         0.847        51.56 1.170000e-14 32.64     0.192
santalucia_1  59.140 0.628 5.749   7.068    0.813   0.975     -1.0         0.729        25.00 4.060000e-12  0.00     0.000
2026-03-30 21:48:53,747 - INFO - Total models with gGSP: 14
2026-03-30 21:48:53,748 - INFO - Metric lDDT: available for 14/14 models
2026-03-30 21:48:53,748 - INFO - Metric RMSD: available for 14/14 models
2026-03-30 21:48:53,748 - INFO - Metric DI_all: available for 14/14 models
2026-03-30 21:48:53,748 - INFO - Metric INF_all: available for 14/14 models
2026-03-30 21:48:53,748 - INFO - Metric INF_wc: available for 14/14 models
2026-03-30 21:48:53,748 - INFO - Metric INF_nwc: available for 14/14 models
2026-03-30 21:48:53,748 - INFO - Metric INF_stacking: available for 14/14 models
2026-03-30 21:48:53,748 - INFO - Metric Clash_Score: available for 14/14 models
2026-03-30 21:48:53,748 - INFO - Metric P-value: available for 14/14 models
2026-03-30 21:48:53,748 - INFO - Metric mcq: available for 14/14 models
2026-03-30 21:48:53,748 - INFO - Metric TM-score: available for 14/14 models
2026-03-30 21:48:53,751 - INFO - Clash_Score: Pearson=0.310, Spearman=0.494, Kendall=0.313 (n=14)
2026-03-30 21:48:53,753 - INFO - DI_all: Pearson=0.862, Spearman=0.851, Kendall=0.648 (n=14)
2026-03-30 21:48:53,755 - INFO - INF_all: Pearson=0.443, Spearman=0.634, Kendall=0.420 (n=14)
2026-03-30 21:48:53,758 - INFO - INF_nwc: Pearson=nan, Spearman=nan, Kendall=nan (n=14)
2026-03-30 21:48:53,759 - INFO - INF_stacking: Pearson=0.615, Spearman=0.742, Kendall=0.589 (n=14)
2026-03-30 21:48:53,762 - INFO - INF_wc: Pearson=0.072, Spearman=0.245, Kendall=0.175 (n=14)
2026-03-30 21:48:53,763 - INFO - mcq: Pearson=-0.343, Spearman=-0.108, Kendall=-0.077 (n=14)
2026-03-30 21:48:53,765 - INFO - P-value: Pearson=0.675, Spearman=0.890, Kendall=0.714 (n=14)
2026-03-30 21:48:53,767 - INFO - RMSD: Pearson=0.905, Spearman=0.890, Kendall=0.714 (n=14)
2026-03-30 21:48:53,769 - INFO - TM-score: Pearson=0.624, Spearman=0.499, Kendall=0.319 (n=14)
2026-03-30 21:48:53,771 - INFO - lDDT: Pearson=0.697, Spearman=0.565, Kendall=0.451 (n=14)
2026-03-30 21:48:53,772 - INFO - Saved correlation results to d:\Studia\Projekty\gsp-lab\results\correlations\PZ1_gGSP_correlations.csv
2026-03-30 21:48:53,773 - INFO - Processing target: PZ10
2026-03-30 21:48:53,839 - INFO - 
--- Detailed data for target: PZ10 ---
2026-03-30 21:48:53,845 - INFO - 
       Model   gGSP  lDDT   RMSD  DI_all  INF_all  INF_wc  INF_nwc  INF_stacking  Clash_Score  P-value   mcq  TM-score
 bujnicki_10 77.718 0.669 10.397  12.707    0.818   0.903    0.696         0.803         1.18      0.0 28.87     0.546
  bujnicki_1 78.356 0.680 10.177  12.368    0.823   0.876    0.433         0.833         1.38      0.0 26.18     0.553
  bujnicki_2 79.049 0.674 10.390  12.794    0.812   0.872    0.645         0.808         2.37      0.0 25.52     0.555
  bujnicki_3 77.420 0.673 10.375  12.704    0.817   0.863    0.645         0.817         0.99      0.0 29.08     0.546
  bujnicki_4 62.863 0.623  9.339  12.629    0.739   0.844    0.258         0.738         0.79      0.0 26.91     0.539
  bujnicki_5 79.219 0.675 10.274  12.475    0.824   0.872    0.577         0.828         1.97      0.0 26.04     0.560
  bujnicki_6 78.893 0.667 10.361  12.879    0.805   0.830    0.433         0.823         1.58      0.0 25.59     0.553
  bujnicki_7 79.253 0.678 10.248  12.958    0.791   0.839    0.516         0.797         2.17      0.0 26.92     0.545
  bujnicki_8 79.469 0.683 10.193  12.395    0.822   0.876    0.589         0.824         2.76      0.0 25.01     0.553
  bujnicki_9 77.998 0.680 10.359  12.782    0.810   0.872    0.612         0.807         1.18      0.0 26.80     0.546
      chen_1 55.094 0.575 11.304  16.224    0.697   0.706    0.504         0.709         9.88      0.0 34.41     0.482
       das_1 69.651 0.700  7.580   9.109    0.832   0.913    0.801         0.811        14.23      0.0 22.46     0.244
       das_2 63.275 0.695 10.447  12.648    0.826   0.899    0.833         0.803        13.64      0.0 22.69     0.235
       das_3 82.194 0.716  6.803   8.323    0.817   0.923    0.801         0.786        13.44      0.0 22.80     0.202
       das_4 80.620 0.716  7.062   8.502    0.831   0.913    0.801         0.809        12.26      0.0 21.52     0.205
       das_5 77.355 0.714 10.417  12.403    0.840   0.904    0.833         0.823        13.25      0.0 23.12     0.270
dokholyan_10 30.696 0.500 13.202  19.666    0.671   0.815    0.000         0.654        14.22      0.0 28.68     0.199
 dokholyan_1 26.784 0.502 13.157  18.971    0.694   0.821    0.101         0.684        13.63      0.0 27.38     0.187
 dokholyan_2 20.212 0.461 13.889  21.128    0.657   0.818    0.120         0.632        10.86      0.0 27.03     0.236
 dokholyan_3 30.629 0.510 12.496  17.667    0.707   0.800    0.101         0.710         9.68      0.0 28.19     0.230
 dokholyan_4 29.333 0.515 13.367  19.545    0.684   0.815    0.154         0.672        12.24      0.0 28.39     0.225
 dokholyan_5 23.434 0.473 16.750  26.788    0.625   0.805    0.000         0.592        11.65      0.0 28.61     0.186
